;Quận;Phường;Loại hình nhà ở;Giấy tờ pháp lý;Số tầng;Phòng Khách;Car room;Số phòng ngủ;WC;Diện tích; Dài ;    Rộng    ;Giá/m2;;;Quận Ba Đình;;Quận;;;
18427;3;6;3;1;5;1;0;4;3;40;7,69;5,2;95;;;;;;;;
18428;3;6;3;4;3;1;0;4;4;36;11;2,67;98;;;;;;;;
18432;12;8;3;1;3;1;0;3;2;36;10,8;3,74;54;;;;;;;;
18434;6;13;3;1;5;1;0;4;5;39;30,36;2,34;98;;;;;;;;
18435;1;7;3;4;4;1;0;4;4;45;10;2,81;133;;;;;;;;
18437;18;6;1;3;6;2;2;5;6;198;18;12;43;;;;;;;;
49935;2;4;2;4;6;2;1;6;4;69;14;12;376;;;;;;;;
18441;9;5;3;1;5;1;1;5;5;70;59,19;3,81;102;;;;;;;;
49941;9;3;2;1;6;2;0;4;5;80;20;2,54;68;;;;;;;;
49959;7;20;2;1;3;1;1;3;2;30;11,17;3,18;116;;;;;;;;
18445;9;4;3;1;4;1;0;3;2;38;8;3,55;88;;;;;;;;
18446;19;13;3;4;3;1;0;4;4;35;9;3,76;58;;;;;;;;
18447;7;8;3;1;5;2;0;4;4;40;15,64;2,84;73;;;;;;;;
18448;9;5;3;1;4;1;0;4;2;45;17,53;2,59;157;;;;;;;;
18452;10;5;3;1;4;1;0;4;4;36;10;3,58;75;;;;;;;;
18453;6;1;3;1;4;1;0;3;4;34;18,42;3,36;97;;;;;;;;
18454;9;4;3;1;3;1;0;4;2;60;35,19;2,84;146;;;;;;;;
49988;6;6;2;4;3;1;1;5;3;102;12,75;8;274;;;;;;;;
18457;5;5;3;1;5;2;1;4;5;50;12;2,72;124;;;;;;;;
18459;5;7;3;1;6;2;0;6;5;80;8;10;162;;;;;;;;
18461;8;5;3;4;6;2;0;6;4;40;28,13;3,74;92;;;;;;;;
49989;9;4;2;1;4;1;1;4;3;70;17;3,82;240;;;;;;;;
18464;1;13;3;1;5;2;0;6;3;38;20,75;3,03;80;;;;;;;;
50086;9;7;2;4;4;1;1;4;2;58;20,39;3,98;134;;;;;;;;
18474;28;8;3;1;3;1;1;3;3;116;12,89;9;23;;;;;;;;
18476;1;3;3;1;5;2;0;4;5;64;12,8;5;110;;;;;;;;
18478;11;10;3;1;5;1;0;4;5;33;8;3,6;66;;;;;;;;
18480;5;3;3;4;2;1;0;3;4;47;9,7;3,34;89;;;;;;;;
50095;9;5;2;1;2;1;0;3;4;50;12;3,76;90;;;;;;;;
50194;1;12;2;1;4;1;1;6;2;44;6,98;6,3;465;;;;;;;;
18486;19;12;3;4;4;1;1;6;4;55;12,22;3,97;49;;;;;;;;
18487;12;4;3;4;4;1;0;5;2;28;10;2,22;78;;;;;;;;
18493;6;1;3;1;5;2;1;6;3;50;32,92;3,54;86;;;;;;;;
50257;3;2;2;1;6;2;1;10;6;80;33,82;3,53;412;;;;;;;;
18496;8;9;3;4;1;1;0;2;1;42;31,96;3,65;42;;;;;;;;
18498;8;2;3;1;2;1;0;3;2;35;14,65;3,31;81;;;;;;;;
50324;1;5;2;1;4;1;1;5;4;65;13;5;183;;;;;;;;
18503;9;6;3;4;6;2;1;7;6;50;12;3,63;83;;;;;;;;
18506;12;4;3;1;5;1;0;6;3;42;10;2,84;66;;;;;;;;
18507;6;11;3;1;4;1;0;4;4;44;26,84;3,72;86;;;;;;;;
50326;1;3;2;1;3;1;0;3;2;65;15;3,72;307;;;;;;;;
18514;12;6;3;1;5;1;0;6;3;45;10;3,21;62;;;;;;;;
50462;10;6;2;1;2;1;1;3;2;74;17;5;48;;;;;;;;
18518;28;11;3;1;5;1;0;4;3;39;10;3,95;71;;;;;;;;
50487;6;5;2;4;6;2;0;6;5;38;25,54;2,17;94;;;;;;;;
18526;28;14;3;1;4;1;0;4;4;40;10;3,53;105;;;;;;;;
50550;3;2;2;1;4;1;0;3;2;46;10;3,28;70;;;;;;;;
18534;6;4;3;1;4;1;0;2;3;30;28,81;3,82;83;;;;;;;;
18536;9;5;3;1;5;1;1;5;4;70;68,29;2,32;102;;;;;;;;
50571;5;7;2;1;5;1;1;4;4;96;16;6;322;;;;;;;;
18542;6;6;3;1;5;1;0;5;4;30;10;2,49;80;;;;;;;;
18546;10;2;3;1;4;1;0;4;2;35;9;3,76;54;;;;;;;;
18548;18;3;3;4;2;1;1;3;2;96;11;9;28;;;;;;;;
50580;6;17;2;1;5;1;1;3;5;45;27,56;3,34;208;;;;;;;;
18559;8;2;3;1;5;2;0;4;4;45;9;3,16;86;;;;;;;;
18560;12;9;3;1;6;1;0;6;6;36;10;3,92;75;;;;;;;;
50616;1;3;2;1;3;1;1;4;3;86;15;6;261;;;;;;;;
18563;12;8;3;1;3;1;0;3;4;36;10,5;3,82;54;;;;;;;;
18565;9;3;3;4;6;2;1;5;5;70;14;5;101;;;;;;;;
50643;9;7;2;1;5;1;0;5;5;96;16;6;113;;;;;;;;
18568;9;9;3;1;5;2;0;4;3;40;31,46;3,84;68;;;;;;;;
50823;4;9;2;4;2;1;0;2;2;100;19;5;79;;;;;;;;
18571;8;9;3;1;5;1;0;5;3;36;34,36;3,82;101;;;;;;;;
18572;9;1;3;1;5;1;0;4;3;40;12;2,43;96;;;;;;;;
18575;4;12;3;4;2;1;0;3;2;30;8;3,28;76;;;;;;;;
18579;3;6;3;1;4;1;0;4;3;40;10;2,4;77;;;;;;;;
18583;1;7;3;1;7;2;1;8;7;56;10,18;5,5;142;;;;;;;;
50835;3;6;2;1;6;2;1;4;4;22;7;3,41;190;;;;;;;;
18587;10;16;3;1;3;1;0;5;4;30;8,5;2,53;55;;;;;;;;
18589;8;1;3;4;4;1;1;4;2;50;36,92;3,13;59;;;;;;;;
18593;11;2;3;1;2;1;0;2;2;40;8,4;3,26;69;;;;;;;;
50914;6;18;2;4;4;1;0;4;4;36;9;3,76;91;;;;;;;;
18595;28;14;4;1;5;2;0;4;4;80;20;3,85;110;;;;;;;;
18597;6;5;3;1;4;1;0;3;4;29;15,29;3,2;141;;;;;;;;
51028;6;18;2;1;2;1;0;2;3;80;11,43;7;225;;;;;;;;
18601;8;3;3;1;5;2;1;4;5;54;12;3,23;101;;;;;;;;
18604;4;7;3;1;1;1;0;2;1;70;7;10;37;;;;;;;;
18606;6;17;3;1;4;1;0;4;2;50;9,09;5,5;100;;;;;;;;
18607;5;6;3;1;6;1;0;5;4;40;10;2,37;207;;;;;;;;
18608;10;14;3;1;4;1;0;2;2;34;11;2,24;67;;;;;;;;
18610;1;1;3;1;4;1;0;4;2;32;5,33;6;125;;;;;;;;
18611;4;8;3;1;4;1;0;4;4;40;18,14;3,77;82;;;;;;;;
18615;9;7;3;1;2;1;0;3;4;30;11,41;3,44;70;;;;;;;;
51171;4;1;2;1;4;1;0;4;4;58;11,6;5;70;;;;;;;;
18619;12;6;3;4;3;1;0;6;4;33;10,48;3,11;84;;;;;;;;
18620;2;17;3;1;6;1;0;5;4;60;9;5,5;283;;;;;;;;
18625;9;6;3;1;5;2;0;4;4;35;7;3,69;84;;;;;;;;
18629;1;5;3;1;5;1;0;3;4;26;6;3,98;98;;;;;;;;
18640;4;11;1;1;4;1;1;4;4;142;19;7,5;98;;;;;;;;
51274;7;14;2;4;5;2;1;5;3;90;18;16;136;;;;;;;;
51390;4;4;2;1;3;1;1;4;3;65;16,3;3,31;125;;;;;;;;
18646;5;8;3;1;5;1;0;5;3;35;10;3,74;92;;;;;;;;
18648;9;3;3;1;5;2;0;2;3;23;11,35;2,35;67;;;;;;;;
18652;9;7;3;1;4;1;0;4;4;45;5,29;8,5;64;;;;;;;;
51392;9;6;2;4;5;1;0;7;4;102;17;6;210;;;;;;;;
18659;7;9;3;1;3;1;1;3;3;58;11;3,94;163;;;;;;;;
18666;10;6;3;1;5;1;0;3;3;36;6,4;5,5;76;;;;;;;;
18668;7;17;3;1;1;1;0;3;1;31;5,17;6;77;;;;;;;;
18669;12;2;3;1;1;1;0;3;1;36;8,8;3,53;38;;;;;;;;
18670;12;10;3;4;6;1;0;5;6;34;9;3,83;65;;;;;;;;
51540;5;7;2;4;6;2;0;4;5;50;12;3,26;134;;;;;;;;
18674;10;10;3;1;4;1;0;3;3;34;11,69;3,36;51;;;;;;;;
51795;10;3;2;1;3;1;1;3;3;42;10;2,28;34;;;;;;;;
18679;8;6;3;1;4;1;0;3;3;20;4;2,52;67;;;;;;;;
18680;6;15;3;1;5;1;0;3;4;28;10,44;3,93;189;;;;;;;;
18681;6;10;3;1;4;1;0;3;2;42;7;6;142;;;;;;;;
18682;10;6;3;1;4;1;0;3;3;33;5,32;6,2;66;;;;;;;;
51930;9;4;2;1;5;1;0;4;5;50;39,39;3,74;170;;;;;;;;
18684;6;3;3;1;4;1;0;4;4;37;27,67;3,82;108;;;;;;;;
51943;9;7;2;1;7;2;1;4;6;48;16,93;3,98;179;;;;;;;;
18688;5;8;3;1;4;1;0;3;3;42;16,3;3,74;109;;;;;;;;
18689;6;10;3;1;5;2;0;4;4;32;15,5;3,96;96;;;;;;;;
51992;9;4;2;4;2;1;0;2;3;50;28,52;3,53;300;;;;;;;;
18695;18;3;3;1;3;1;0;4;4;80;13,33;6;52;;;;;;;;
52002;28;11;2;4;3;1;0;4;3;68;15,11;3,13;98;;;;;;;;
18699;5;2;3;1;5;2;0;6;4;40;30,55;3,76;90;;;;;;;;
18700;1;13;3;1;5;1;0;6;3;38;12,8;3,75;80;;;;;;;;
18710;3;5;3;1;4;1;0;5;3;56;19,36;3,66;67;;;;;;;;
18713;1;3;3;4;2;1;0;3;2;42;12;2,93;63;;;;;;;;
18719;4;6;3;4;2;1;1;2;2;50;5;10;44;;;;;;;;
52018;8;2;2;3;3;1;1;3;4;38;16,11;3,94;84;;;;;;;;
18724;7;3;3;4;5;2;0;3;3;20;7;3,88;57;;;;;;;;
52184;7;3;2;1;4;1;0;4;2;43;24,18;2,78;181;;;;;;;;
52188;9;7;2;1;3;1;1;4;3;42;17,55;2,91;140;;;;;;;;
18732;1;12;3;1;3;1;0;3;3;30;5;6;140;;;;;;;;
18733;11;7;3;4;3;1;0;4;3;45;7;7;51;;;;;;;;
18744;5;3;3;1;5;2;0;5;3;39;10;3,72;84;;;;;;;;
18745;8;8;3;1;5;1;0;4;5;52;46,6;3,06;114;;;;;;;;
18757;7;6;3;1;5;2;0;3;3;35;11,87;2,29;140;;;;;;;;
18760;5;8;3;1;5;2;0;6;5;42;13,5;3,94;92;;;;;;;;
18762;12;8;3;1;4;1;0;4;2;35;11,29;3,45;72;;;;;;;;
52219;4;1;2;4;4;1;1;4;3;50;10;2,56;86;;;;;;;;
18766;10;6;3;1;5;1;0;4;5;30;9;2,85;70;;;;;;;;
18768;5;3;4;1;3;1;1;4;2;109;15;7;109;;;;;;;;
18769;12;3;3;1;6;2;1;10;6;76;19;2,56;94;;;;;;;;
18771;19;13;3;1;4;1;0;4;2;44;12,1;2,45;68;;;;;;;;
18776;10;11;3;1;4;1;0;3;4;34;10;3,22;45;;;;;;;;
52241;28;7;2;4;2;1;1;3;3;100;16;6;57;;;;;;;;
52244;6;9;2;1;3;1;0;6;2;60;13;6;138;;;;;;;;
18783;6;12;3;4;4;1;0;4;2;40;6,6;6;75;;;;;;;;
18784;1;9;3;1;2;1;0;2;3;30;5,45;5,5;75;;;;;;;;
18788;10;17;3;1;5;2;0;4;4;37;9;3,51;98;;;;;;;;
18791;4;6;1;2;3;1;1;6;3;98;16;6;84;;;;;;;;
18793;7;18;3;4;1;1;0;2;1;20;6;3,52;70;;;;;;;;
52251;6;17;2;1;7;2;0;6;6;88;15;5;278;;;;;;;;
52342;18;3;2;1;2;1;0;4;4;98;20;5;81;;;;;;;;
52350;3;5;2;1;8;2;0;8;8;129;13;9;147;;;;;;;;
18803;2;15;3;1;3;1;1;3;4;80;26,73;3,98;56;;;;;;;;
18805;9;10;3;1;4;1;0;3;2;35;13,02;3,46;152;;;;;;;;
18807;12;4;3;1;5;1;0;6;5;58;14;3,82;258;;;;;;;;
18808;10;10;3;1;4;1;0;3;3;35;13,45;3,98;42;;;;;;;;
18824;7;17;3;4;1;1;0;2;1;15;5;2,68;105;;;;;;;;
18825;6;7;3;1;4;1;0;4;3;50;37,95;3,61;98;;;;;;;;
18827;12;7;3;1;4;1;0;4;4;41;10,79;2,25;87;;;;;;;;
18832;1;6;3;1;4;1;0;3;3;35;9;3,69;108;;;;;;;;
18836;6;13;3;1;5;1;0;3;3;38;14,82;3,39;101;;;;;;;;
52484;10;13;2;1;5;1;1;5;4;40;10;3,54;107;;;;;;;;
18840;28;10;3;4;5;1;0;5;4;40;13;2,62;57;;;;;;;;
18842;1;6;3;1;4;1;0;4;2;33;6;6;120;;;;;;;;
18843;1;14;3;4;2;1;0;3;3;42;10;3,74;91;;;;;;;;
18844;7;20;3;4;1;1;1;3;1;47;37,95;3,48;93;;;;;;;;
18846;9;5;3;1;4;1;0;3;3;26;12,47;3,64;86;;;;;;;;
18847;9;5;3;1;5;1;0;3;4;35;8;2,31;88;;;;;;;;
52555;6;13;2;1;4;1;0;3;4;30;11,54;2,37;116;;;;;;;;
52598;1;7;2;1;6;1;1;5;4;45;8;3,83;117;;;;;;;;
52615;3;1;2;1;5;1;1;6;4;34;16,81;3,02;105;;;;;;;;
18858;9;9;3;4;1;1;0;2;1;24;3,34;2,58;72;;;;;;;;
18861;6;5;3;4;6;1;0;4;6;36;12,09;2,9;75;;;;;;;;
18862;9;9;3;1;6;1;0;5;4;35;12,94;3,63;78;;;;;;;;
18863;6;18;3;4;2;1;0;3;2;30;24,57;2,9;81;;;;;;;;
18864;9;2;3;1;4;1;0;3;4;33;16,54;3,39;70;;;;;;;;
18868;12;5;3;4;1;1;0;3;1;31;7,75;2,53;95;;;;;;;;
18869;28;10;3;1;4;1;0;4;2;41;11,71;3,19;58;;;;;;;;
18870;6;10;3;1;5;2;0;3;5;35;19,15;3,69;88;;;;;;;;
18871;8;4;3;4;5;1;0;6;5;40;17,94;2,23;90;;;;;;;;
18874;12;4;3;1;6;1;0;5;5;57;14;3,1;72;;;;;;;;
52662;6;17;2;1;4;1;0;4;2;41;6,83;6;231;;;;;;;;
18882;28;9;3;1;3;1;1;4;2;89;11,71;7,6;38;;;;;;;;
52680;10;16;2;1;4;1;0;3;3;33;9;3,18;48;;;;;;;;
52733;18;1;2;1;5;1;1;7;4;88;15;6;54;;;;;;;;
18891;8;11;3;1;5;2;0;4;5;65;15;3,7;76;;;;;;;;
18892;28;9;3;4;4;1;1;4;4;105;21;5;32;;;;;;;;
18895;9;5;3;1;5;1;0;4;4;70;15;3,77;73;;;;;;;;
52931;4;10;2;4;1;1;0;3;1;36;12;3,2;58;;;;;;;;
18898;10;14;3;1;1;1;0;2;1;40;12;35;47;;;;;;;;
18900;28;11;3;1;4;1;0;6;4;40;10;3,93;69;;;;;;;;
18901;1;13;3;1;5;1;0;6;5;32;8;3,12;98;;;;;;;;
53023;7;12;2;1;6;2;1;5;5;50;42,21;3,69;360;;;;;;;;
18907;10;9;3;1;2;1;0;1;4;41;8;5,6;78;;;;;;;;
18910;1;13;3;1;4;1;0;4;2;35;6;6;112;;;;;;;;
18911;5;1;3;1;5;2;0;4;5;48;12;3,9;125;;;;;;;;
18913;8;6;3;1;2;1;1;2;3;60;12;5;50;;;;;;;;
18914;7;1;3;1;3;1;0;2;4;43;32,11;3,56;76;;;;;;;;
53077;10;16;2;1;4;1;1;3;2;34;9;3,66;50;;;;;;;;
18917;8;1;3;4;5;1;0;4;5;40;19,83;3,79;67;;;;;;;;
18919;7;18;3;1;4;1;0;3;3;20;6,1;2,8;70;;;;;;;;
53219;10;8;2;4;5;1;1;6;4;105;12;9;61;;;;;;;;
53239;10;5;2;4;3;1;1;5;2;50;13;4;126;;;;;;;;
18926;7;3;3;1;4;1;0;3;3;32;16,72;3,29;62;;;;;;;;
18928;10;12;3;1;2;1;0;2;4;26;8,6;3,62;67;;;;;;;;
18929;6;9;3;1;4;1;0;4;4;35;8,5;2,94;105;;;;;;;;
18931;9;4;3;1;5;1;1;4;5;60;26,61;3,59;130;;;;;;;;
53293;10;15;2;4;3;1;0;4;4;37;13,24;3,8;109;;;;;;;;
18937;9;4;3;4;4;1;0;4;4;43;8,43;5,1;130;;;;;;;;
18944;6;6;3;1;5;1;1;10;4;170;14;12;70;;;;;;;;
18945;6;10;3;1;6;2;0;6;4;65;29,32;3,51;69;;;;;;;;
18946;6;3;3;1;5;2;0;3;4;50;12;3,53;80;;;;;;;;
18949;4;8;3;1;4;1;0;5;3;37;19,5;2,18;75;;;;;;;;
18954;5;3;3;1;8;1;0;10;7;94;15;6,4;129;;;;;;;;
53327;8;8;2;1;4;1;1;6;4;38;9;3,45;92;;;;;;;;
18959;8;11;3;4;2;1;0;3;4;34;8;3,17;76;;;;;;;;
53369;10;13;2;1;5;2;0;5;3;45;26,31;2,93;98;;;;;;;;
18964;28;9;3;1;3;1;0;3;2;105;21;5;32;;;;;;;;
53500;10;15;2;1;4;1;1;4;2;70;17;2,91;50;;;;;;;;
53508;6;10;2;1;5;1;1;1;5;75;12,5;6;166;;;;;;;;
18974;4;7;3;1;4;1;0;5;4;38;6,3;6;86;;;;;;;;
18975;12;6;3;1;5;1;0;3;4;37;12,33;3,76;75;;;;;;;;
18976;6;6;3;1;5;1;0;6;5;35;33,28;3,73;97;;;;;;;;
18977;1;5;3;1;4;1;0;4;2;40;10;3,08;75;;;;;;;;
18979;9;7;3;1;4;1;0;5;2;50;10;3,58;55;;;;;;;;
18980;5;8;3;1;5;1;0;4;5;40;15,04;2,4;95;;;;;;;;
18981;8;11;3;1;5;2;0;6;4;36;9,8;3,2;86;;;;;;;;
53641;9;3;2;1;9;1;0;2;9;93;16;6;284;;;;;;;;
18987;9;9;3;4;6;2;0;5;4;52;13;3,57;71;;;;;;;;
18990;10;5;4;4;6;1;0;5;6;50;12,5;3,67;98;;;;;;;;
53691;7;3;2;1;5;2;1;5;3;89;24;3,6;278;;;;;;;;
53699;11;7;2;4;5;1;1;4;4;64;16;3,54;100;;;;;;;;
18993;6;17;3;1;5;1;0;4;3;48;17,68;2,81;141;;;;;;;;
18996;5;7;3;1;5;2;0;4;3;38;9;3,6;114;;;;;;;;
18997;9;6;3;1;4;1;0;4;3;35;11;3,93;82;;;;;;;;
18998;9;1;3;1;4;1;0;4;2;38;12,98;2,82;73;;;;;;;;
18999;6;7;4;4;3;1;0;5;3;35;27,28;3,78;237;;;;;;;;
19000;1;3;3;4;6;2;0;4;4;40;10;3,34;77;;;;;;;;
19002;11;12;3;1;6;2;0;4;6;37;8,2;3,29;86;;;;;;;;
19007;1;3;3;1;5;2;1;5;5;55;43,97;3,68;172;;;;;;;;
19008;5;7;4;1;6;2;0;6;6;130;19,6;6,6;226;;;;;;;;
19010;9;3;3;1;5;2;0;2;3;21;10,46;3,57;73;;;;;;;;
19012;3;2;3;1;5;1;0;4;4;43;11;3,69;79;;;;;;;;
53730;7;19;2;1;4;1;0;3;2;20;13,66;2,53;130;;;;;;;;
19016;8;3;3;1;1;1;0;2;1;40;9;3,3;96;;;;;;;;
19017;6;6;3;1;5;1;0;3;5;40;32,83;3,04;172;;;;;;;;
53899;7;18;2;4;6;1;0;5;4;55;9,48;5,8;160;;;;;;;;
19020;7;3;3;4;5;2;0;6;3;40;10;3,65;82;;;;;;;;
19021;9;6;3;4;1;1;0;3;1;36;9,2;2,74;105;;;;;;;;
19022;4;7;3;1;4;1;0;4;2;34;5,6;6;92;;;;;;;;
53900;9;7;2;1;5;1;0;4;4;41;11;3,58;178;;;;;;;;
19025;6;10;3;1;5;1;0;6;5;67;26,95;2,7;67;;;;;;;;
19028;3;7;3;1;5;2;0;4;5;40;10;2,75;80;;;;;;;;
19030;10;13;4;4;3;1;0;5;2;48;12;3,7;131;;;;;;;;
19035;9;5;3;4;6;1;0;4;5;40;23,03;2,23;62;;;;;;;;
19037;8;9;3;1;4;1;0;4;2;31;30,83;3,64;83;;;;;;;;
19040;8;6;1;1;3;1;1;4;2;70;14;5;61;;;;;;;;
54118;10;12;2;1;3;1;1;3;3;70;26,53;3,33;81;;;;;;;;
19053;12;5;3;4;3;1;0;6;3;40;11,43;3,76;82;;;;;;;;
19055;5;3;3;1;4;1;0;6;3;45;9,5;6;86;;;;;;;;
54123;1;8;2;1;2;1;0;2;4;32;8;3,02;268;;;;;;;;
19057;5;8;3;1;5;2;0;6;4;35;10;2,56;94;;;;;;;;
19059;9;3;3;1;5;2;0;5;3;37;11,5;3,62;104;;;;;;;;
19060;9;1;3;1;5;1;0;5;3;40;29,66;3,56;95;;;;;;;;
19064;9;7;3;3;4;1;0;4;4;35;11;3,79;128;;;;;;;;
54180;10;13;2;1;5;2;0;4;5;32;23,71;3,6;145;;;;;;;;
54187;6;6;2;1;6;2;0;5;6;50;10;2,67;132;;;;;;;;
19068;8;2;3;1;4;1;0;4;2;45;24,44;3,81;56;;;;;;;;
54224;8;1;2;4;6;2;0;7;5;64;9;7;190;;;;;;;;
19070;7;8;3;1;4;1;0;3;2;20;7;3,14;106;;;;;;;;
54326;17;1;2;1;5;2;1;4;4;59;14;3,98;31;;;;;;;;
19074;5;8;3;4;6;2;0;4;5;35;7;3,49;111;;;;;;;;
54409;9;7;2;1;5;2;1;5;4;35;10;3,61;88;;;;;;;;
19076;9;4;3;1;6;2;0;4;4;40;7,5;5,4;140;;;;;;;;
19078;7;15;3;1;5;1;0;3;4;30;4,29;7;126;;;;;;;;
19080;10;6;3;1;4;1;0;3;2;40;8;3,84;64;;;;;;;;
19081;12;2;3;1;4;1;0;3;2;31;10,33;3,95;83;;;;;;;;
54553;6;10;2;1;4;1;0;4;3;50;17,37;3,79;220;;;;;;;;
54589;1;3;2;1;6;2;0;7;4;102;20,4;5;194;;;;;;;;
19086;5;4;3;1;5;1;0;4;3;34;15,4;3,22;95;;;;;;;;
19093;6;20;3;1;4;1;0;2;4;37;20,63;3,44;117;;;;;;;;
19095;1;3;3;4;6;2;0;4;6;50;12;3,29;92;;;;;;;;
19096;3;5;3;1;4;1;0;4;3;45;39,66;3,87;78;;;;;;;;
19101;7;10;3;1;4;1;0;4;3;34;31,3;3,73;98;;;;;;;;
19105;6;4;3;4;1;1;0;2;1;35;8,7;3,74;77;;;;;;;;
19106;6;17;3;4;2;1;0;2;3;18;7,6;3,9;122;;;;;;;;
54634;12;4;2;1;5;2;0;3;4;40;9;6;125;;;;;;;;
19115;6;14;3;1;3;1;0;2;2;18;17,15;3,71;75;;;;;;;;
19116;5;8;3;1;4;1;0;3;4;45;26,05;3,82;146;;;;;;;;
19120;6;5;3;3;5;1;0;4;3;45;31,77;3,35;115;;;;;;;;
19122;8;13;3;2;2;1;0;2;2;27;6;55;31;;;;;;;;
54742;6;3;2;1;3;1;1;3;4;41;17,23;3,99;168;;;;;;;;
19125;7;6;3;4;2;1;0;2;4;42;33,69;3,27;42;;;;;;;;
19129;3;7;3;1;5;1;0;4;4;31;5,17;6;101;;;;;;;;
19130;6;5;3;1;6;2;0;3;4;31;6;3,19;135;;;;;;;;
19133;12;4;3;4;2;1;0;3;4;40;8;3,59;125;;;;;;;;
54809;12;5;2;1;4;1;0;4;2;37;7,4;3,37;135;;;;;;;;
19138;9;5;3;1;5;1;0;4;5;29;9;3,69;82;;;;;;;;
19139;6;17;3;1;3;1;0;4;2;40;25;5;122;;;;;;;;
19140;6;12;3;1;5;1;0;3;3;30;5,56;5,4;95;;;;;;;;
19144;12;4;3;4;2;1;0;3;4;35;10;3,95;87;;;;;;;;
19145;3;1;3;1;5;1;0;4;3;45;32,42;3,08;96;;;;;;;;
19148;9;3;3;4;1;1;0;3;1;30;5;7;88;;;;;;;;
19150;1;7;3;1;6;2;0;10;6;60;15;2,29;213;;;;;;;;
19156;11;6;3;4;4;1;1;4;4;50;10;5;88;;;;;;;;
54914;6;20;2;1;4;1;0;4;4;45;5,63;8;191;;;;;;;;
19162;12;6;3;4;6;1;0;4;5;36;10;3,93;81;;;;;;;;
19164;7;8;3;1;5;2;0;3;4;31;26,88;3,5;95;;;;;;;;
19168;3;8;3;1;3;1;0;2;2;15;4;3,99;80;;;;;;;;
19169;10;15;3;1;5;1;0;3;5;30;7;3,9;93;;;;;;;;
19170;7;8;3;1;4;1;0;3;4;45;11;3,04;106;;;;;;;;
19171;8;13;3;1;4;1;0;3;3;37;17,05;3,78;63;;;;;;;;
19172;28;11;3;4;6;2;1;6;4;80;26,6;2,77;31;;;;;;;;
19173;9;4;3;1;1;1;0;3;1;38;26,05;3,98;88;;;;;;;;
54917;9;5;2;1;5;1;0;5;3;68;14;5;101;;;;;;;;
55154;1;6;2;4;3;1;1;4;3;45;23,76;3,41;111;;;;;;;;
19176;12;4;3;4;7;1;0;7;5;60;12;5;115;;;;;;;;
19178;6;6;3;1;5;1;0;3;5;30;20,31;3,7;125;;;;;;;;
19182;7;3;3;4;3;1;0;4;4;43;9;3,89;183;;;;;;;;
19185;7;3;3;4;5;2;1;6;3;66;16;3,62;116;;;;;;;;
19190;9;5;3;1;4;1;0;2;3;11;9,83;3,45;91;;;;;;;;
19191;10;6;3;1;5;2;0;3;5;34;8;3,72;63;;;;;;;;
19194;7;3;3;4;1;1;0;2;1;20;8,25;3,73;70;;;;;;;;
19195;9;4;3;4;1;1;0;3;1;40;8;3,62;75;;;;;;;;
55342;3;1;2;4;7;2;1;8;5;90;33,49;3,51;120;;;;;;;;
55348;9;2;2;1;4;1;1;6;4;40;10;3,79;77;;;;;;;;
19204;1;3;3;1;8;2;0;7;6;64;11;6;257;;;;;;;;
19206;10;5;3;1;4;1;0;3;3;36;11;3,76;63;;;;;;;;
55378;25;5;2;1;5;2;0;4;5;170;21;8;30;;;;;;;;
19209;4;9;4;1;5;1;0;5;3;40;29,53;3,61;80;;;;;;;;
19211;8;3;3;1;4;1;0;4;4;61;23,04;2,6;57;;;;;;;;
19212;6;6;3;4;1;1;1;3;1;52;3,71;14;37;;;;;;;;
19214;9;4;3;1;5;1;0;4;3;50;31,78;3,84;134;;;;;;;;
19217;9;5;3;1;3;1;0;6;2;51;10,5;3,51;117;;;;;;;;
19224;19;6;3;1;2;1;0;3;4;33;4;8;42;;;;;;;;
19226;7;20;3;1;3;1;0;3;4;122;15,25;8;127;;;;;;;;
55392;11;7;2;1;2;1;1;3;3;32;9;2,32;118;;;;;;;;
19232;3;7;3;1;5;2;0;4;4;75;58,34;3,5;120;;;;;;;;
19234;6;6;3;4;1;1;0;2;1;24;11,3;2,8;79;;;;;;;;
19236;7;16;3;1;4;1;0;5;2;40;5;3,88;71;;;;;;;;
55399;6;17;2;1;4;1;0;5;4;40;10;3,95;245;;;;;;;;
55684;6;10;2;1;5;1;1;6;4;71;25,78;3,61;69;;;;;;;;
19241;1;3;3;1;5;2;1;4;5;60;25,56;3,9;118;;;;;;;;
19242;8;2;3;1;5;1;0;4;4;39;15,99;3,69;67;;;;;;;;
19244;7;17;3;4;3;1;0;2;3;27;9,92;3,72;92;;;;;;;;
19245;4;4;3;1;1;1;0;3;1;34;25,85;3,29;94;;;;;;;;
19248;6;5;3;1;7;1;0;7;7;40;8;5,2;80;;;;;;;;
19249;10;6;4;1;5;1;0;4;3;50;27,11;3,62;120;;;;;;;;
55689;10;13;2;1;4;1;1;4;2;50;21,85;3,88;78;;;;;;;;
55831;6;21;2;4;3;1;0;4;2;55;5,5;10;272;;;;;;;;
19253;8;1;3;4;2;1;0;3;3;35;9;4;81;;;;;;;;
19254;9;3;3;1;5;2;0;8;4;40;8;3,64;65;;;;;;;;
19255;28;8;3;4;4;1;0;4;4;36;9;3,87;54;;;;;;;;
19256;9;2;3;1;5;1;0;3;3;30;7,5;3,98;103;;;;;;;;
56151;3;8;2;1;8;2;1;6;7;32;5;6;175;;;;;;;;
