;Quận;Huyện;Loại hình nhà ở;Giấy tờ pháp lý;Số tầng;Số  ngủ;Diện tích;Dài;Rộng;Giá/m2
48572;Huyện Thạch Thất;Xã Bình Phú;2;1;NaN;6;320 m²;37 m;9 m;25
48574;Quận Thanh Xuân;Phường Nhân Chính;3;4;NaN;4;69 m²;NaN;4 m;89,86
48578;Quận Đống Đa;Phường Ô Chợ Dừa;2;1;4;6;66 m²;NaN;5.2 m;280,3
48579;Huyện Thạch Thất;Xã Bình Phú;2;4;NaN;1;135 m²;15 m;9 m;24,44
48581;Quận Hà Đông;Phường Phúc La;4;1;4;3;50 m²;12 m;4.2 m;95
48583;Quận Cầu Giấy;Phường Mai Dịch;2;1;NaN;8;85 m²;NaN;8 m;200
48585;Quận Hoàng Mai;Phường Định Công;3;1;2;2;59 m²;NaN;4 m;37,29
48587;Quận Hà Đông;Phường Vạn Phúc;3;1;7;10;55 m²;NaN;7 m;118,18
48588;Quận Đống Đa;Phường Văn Miếu;2;1;5;7;65 m²;NaN;5.5 m;284,62
48592;Quận Hoàng Mai;Phường Thịnh Liệt;2;1;3;2;45 m²;9 m;5 m;91,11
48593;Quận Nam Từ Liêm;Phường Mỹ Đình 2;3;4;NaN;3;42 m²;7 m;6 m;63,1
48595;Quận Nam Từ Liêm;Phường Đại Mỗ;3;1;4;3;30 m²;8 m;4 m;80,67
48596;Quận Thanh Xuân;Phường Khương Trung;3;1;4;2;35 m²;7 m;5 m;74,29
48598;Quận Hai Bà Trưng;Phường Bạch Mai;3;1;5;3;40 m²;10 m;4 m;67,5
48601;Quận Đống Đa;Phường Trung Phụng;3;1;3;2;17 m²;6 m;3 m;102,94
48602;Quận Hai Bà Trưng;Phường Thanh Nhàn;3;4;NaN;3;38 m²;13 m;3 m;72,37
48604;Quận Đống Đa;Phường Khương Thượng;3;4;NaN;3;35 m²;NaN;3 m;97,14
48606;Quận Thanh Xuân;Phường Kim Giang;3;4;NaN;8;39 m²;NaN;4 m;87,18
48607;Quận Hai Bà Trưng;Phường Quỳnh Lôi;4;1;4;3;43 m²;NaN;5 m;183,72
48615;Quận Hai Bà Trưng;Phường Quỳnh Lôi;4;1;4;4;49 m²;NaN;5 m;167,35
48616;Quận Đống Đa;Phường Khâm Thiên;2;1;6;8;90 m²;NaN;5 m;205,56
48618;Quận Đống Đa;Phường Trung Liệt;3;1;2;2;18 m²;6 m;3 m;122,22
48621;Quận Hai Bà Trưng;Phường Thanh Nhàn;3;4;NaN;3;40 m²;NaN;2 m;112,5
48623;Quận Hoàng Mai;Phường Tân Mai;3;1;3;3;65 m²;NaN;4 m;46,15
48626;Quận Thanh Xuân;Phường Khương Trung;3;1;NaN;3;70 m²;NaN;6 m;92,86
48631;Huyện Thanh Trì;Xã Hữu Hoà;3;4;NaN;7;43 m²;9 m;4 m;61,63
48632;Quận Thanh Xuân;Phường Khương Trung;3;1;NaN;3;40 m²;NaN;4 m;123,75
48642;Quận Nam Từ Liêm;Phường Mỹ Đình 1;2;1;5;4;51 m²;NaN;5 m;76,47
48643;Quận Long Biên;Phường Bồ Đề;2;4;NaN;3;35 m²;NaN;3.2 m;71,43
48645;Quận Thanh Xuân;Phường Nhân Chính;3;4;NaN;3;34 m²;NaN;3 m;114,71
48646;Quận Ba Đình;Phường Đội Cấn;3;1;4;4;36 m²;7 m;5 m;72,22
48647;Quận Đống Đa;Phường Ô Chợ Dừa;3;1;3;3;50 m²;10 m;5 m;200
48648;Quận Hà Đông;Phường Văn Quán;2;1;5;6;35 m²;9 m;4 m;121,43
48651;Quận Cầu Giấy;Phường Dịch Vọng;3;1;8;10;80 m²;16 m;5 m;91,25
48652;Quận Ba Đình;Phường Liễu Giai;3;1;4;3;35 m²;NaN;3 m;80
48653;Quận Cầu Giấy;Phường Nghĩa Đô;3;4;NaN;3;35 m²;NaN;5 m;82,86
48655;Quận Đống Đa;Phường Láng Thượng;3;1;6;4;58 m²;NaN;6 m;100
48658;Quận Tây Hồ;Phường Nhật Tân;1;1;3;5;162 m²;NaN;13 m;126,54
48668;Quận Thanh Xuân;Phường Khương Trung;3;1;3;3;48 m²;12 m;4 m;76,04
48669;Quận Hoàng Mai;Phường Yên Sở;3;1;NaN;4;34 m²;89 m;369 m;61,76
48672;Quận Thanh Xuân;Phường Khương Đình;3;1;5;6;46 m²;NaN;4 m;86,96
48673;Quận Đống Đa;Phường Ô Chợ Dừa;2;4;NaN;4;45 m²;NaN;4 m;160
48675;Quận Thanh Xuân;Phường Khương Đình;2;1;4;8;85 m²;NaN;4 m;114,12
48686;Huyện Gia Lâm;Thị trấn Trâu Quỳ;2;3;4;5;90 m²;15 m;6 m;61,11
48688;Quận Cầu Giấy;Phường Dịch Vọng;3;4;NaN;3;35 m²;9 m;4 m;82,86
48690;Quận Đống Đa;Phường Thịnh Quang;3;1;5;3;35 m²;9 m;4 m;165,71
48695;Quận Long Biên;Phường Cự Khối;3;2;NaN;4;32 m²;NaN;4 m;60,94
48696;Quận Hoàng Mai;Phường Tương Mai;3;1;3;3;52 m²;NaN;6 m;51,92
48697;Quận Ba Đình;Phường Kim Mã;1;2;4;4;144 m²;20 m;7 m;416,67
48701;Quận Hoàn Kiếm;Phường Chương Dương;3;4;NaN;3;10 m²;4 m;3 m;80
48703;Quận Nam Từ Liêm;Phường Phú Đô;3;1;NaN;3;27 m²;NaN;3 m;83,33
48706;Quận Thanh Xuân;Phường Khương Trung;3;4;NaN;3;54 m²;12 m;4 m;111,11
48715;Quận Hà Đông;Phường Mộ Lao;2;1;4;4;50 m²;10 m;5 m;81
48718;Quận Hai Bà Trưng;Phường Đống Mác;3;4;NaN;4;36 m²;NaN;2 m;94,44
48720;Quận Thanh Xuân;Phường Nhân Chính;3;1;4;5;50 m²;12 m;4 m;80
48724;Quận Hai Bà Trưng;Phường Thanh Lương;3;1;4;4;73 m²;13 m;5 m;57,53
48728;Quận Ba Đình;Phường Trúc Bạch;3;4;NaN;3;90 m²;7 m;4 m;31,11
48729;Quận Đống Đa;Phường Ô Chợ Dừa;3;1;3;3;40 m²;8 m;5 m;70
48731;Quận Hai Bà Trưng;Phường Đồng Tâm;3;1;5;3;61 m²;NaN;4 m;114,75
48734;Quận Hà Đông;Phường Nguyễn Trãi;1;1;5;6;135 m²;134 m;5 m;99,26
48737;Quận Thanh Xuân;Phường Thanh Xuân Bắc;3;4;NaN;3;30 m²;NaN;3 m;80
48739;Quận Hoàng Mai;Phường Thịnh Liệt;3;1;3;3;60 m²;NaN;4 m;56,67
48740;Quận Thanh Xuân;Phường Thượng Đình;3;1;4;4;38 m²;10.5 m;3.5 m;126,32
48741;Quận Ba Đình;Phường Quán Thánh;2;1;4;3;25 m²;7.3 m;7.3 m;360
48742;Quận Thanh Xuân;Phường Thanh Xuân Bắc;3;1;4;4;40 m²;NaN;3 m;85
48743;Quận Hoàn Kiếm;Phường Trần Hưng Đạo;2;4;NaN;3;310 m²;30 m;11 m;483,87
48746;Quận Đống Đa;Phường Khâm Thiên;3;1;1;1;24 m²;9 m;35 m;93,75
48751;Quận Nam Từ Liêm;Phường Mỹ Đình 2;3;4;NaN;4;40 m²;8 m;5 m;65
48752;Quận Cầu Giấy;Phường Dịch Vọng Hậu;3;1;4;4;35 m²;NaN;3 m;81,43
48755;Quận Bắc Từ Liêm;Phường Cổ Nhuế 2;3;1;4;4;50 m²;12 m;4.2 m;62
48757;Huyện Hoài Đức;Xã Dương Liễu;3;1;3;2;63 m²;13.3 m;4.73 m;30,16
48760;Quận Cầu Giấy;Phường Yên Hoà;3;1;4;4;56 m²;14 m;4 m;81,25
48761;Quận Đống Đa;Phường Trung Liệt;4;1;NaN;4;46 m²;12 m;4 m;282,61
48766;Quận Hai Bà Trưng;Phường Bạch Mai;3;1;NaN;2;22 m²;7 m;3 m;75
48769;Quận Hai Bà Trưng;Phường Đồng Tâm;3;1;3;2;48 m²;12.5 m;3.8 m;108,33
48770;Quận Thanh Xuân;Phường Nhân Chính;3;1;NaN;3;20 m²;4 m;5 m;107,5
48771;Quận Hoàng Mai;Phường Tân Mai;3;1;5;3;30 m²;NaN;5 m;66,67
48774;Quận Hà Đông;Phường Yết Kiêu;2;1;3;3;35 m²;6 m;6 m;80
48777;Quận Bắc Từ Liêm;Phường Phúc Diễn;3;1;3;3;40 m²;NaN;4 m;87,5
48781;Quận Hoàng Mai;Phường Đại Kim;3;1;4;3;40 m²;NaN;4 m;100
48782;Quận Hai Bà Trưng;Phường Minh Khai;2;1;5;6;42 m²;8 m;5.1 m;88,1
48783;Quận Hà Đông;Phường Vạn Phúc;3;4;NaN;3;32 m²;NaN;3 m;70,31
48784;Quận Thanh Xuân;Phường Thanh Xuân Bắc;2;1;NaN;3;35 m²;NaN;4 m;121,43
48788;Quận Đống Đa;Phường Kim Liên;3;1;4;3;42 m²;11 m;4 m;121,43
48789;Quận Đống Đa;Phường Phương Mai;3;1;4;4;58 m²;NaN;4 m;56,9
48790;Quận Nam Từ Liêm;Phường Mỹ Đình 1;3;1;3;3;42 m²;7 m;6 m;63,1
48793;Quận Hoàng Mai;Phường Đại Kim;3;1;5;5;45 m²;NaN;4 m;86,67
48797;Quận Cầu Giấy;Phường Yên Hoà;3;1;NaN;3;105 m²;18 m;6 m;65,52
48798;Quận Thanh Xuân;Phường Nhân Chính;2;1;5;6;66 m²;13 m;5 m;190,91
48801;Quận Đống Đa;Phường Khương Thượng;3;1;NaN;4;30 m²;10 m;3 m;145
48802;Quận Hai Bà Trưng;Phường Vĩnh Tuy;3;1;5;3;31 m²;NaN;2 m;112,9
48803;Quận Nam Từ Liêm;Phường Phương Canh;3;1;4;4;39 m²;12 m;3 m;74,36
48805;Quận Đống Đa;Phường Ngã Tư Sở;2;1;NaN;4;45 m²;NaN;4 m;151,11
48811;Quận Cầu Giấy;Phường Dịch Vọng Hậu;2;1;5;4;65 m²;13 m;5 m;176,92
48812;Quận Hà Đông;Phường Phú Lãm;3;4;NaN;3;35 m²;10 m;3.5 m;47,14
48816;Quận Hà Đông;Phường Quang Trung;3;1;2;2;29 m²;9 m;3 m;58,62
48819;Quận Tây Hồ;Phường Bưởi;3;1;5;5;32 m²;NaN;4 m;112,5
48820;Quận Long Biên;Phường Ngọc Thụy;2;4;NaN;4;33 m²;NaN;3 m;103,03
48828;Quận Bắc Từ Liêm;Phường Xuân Đỉnh;3;1;5;3;35 m²;NaN;3 m;82,86
48829;Quận Thanh Xuân;Phường Khương Trung;2;1;6;6;50 m²;NaN;5 m;102
48830;Quận Hoàng Mai;Phường Thanh Trì;3;1;4;4;32 m²;NaN;5 m;68,75
48833;Quận Đống Đa;Phường Trung Liệt;3;4;NaN;4;100 m²;NaN;4 m;215
48834;Quận Hai Bà Trưng;Phường Thanh Lương;3;1;5;4;44 m²;16 m;3.63 m;121,59
48835;Quận Đống Đa;Phường Trung Liệt;3;1;4;4;40 m²;10 m;4 m;140
48837;Quận Hà Đông;Phường Phú Lãm;3;1;4;3;33 m²;9 m;3 m;54,24
48838;Quận Hai Bà Trưng;Phường Minh Khai;3;4;NaN;3;33 m²;NaN;2 m;96,97
48839;Quận Hai Bà Trưng;Phường Minh Khai;3;4;NaN;3;42 m²;8 m;5 m;83,33
48841;Quận Hoàng Mai;Phường Tương Mai;3;1;5;4;50 m²;7 m;7 m;105
48842;Quận Ba Đình;Phường Đội Cấn;3;1;5;3;30 m²;12 m;4 m;170
48844;Quận Hà Đông;Phường Yên Nghĩa;3;1;4;4;35 m²;10 m;3 m;41,43
48845;Quận Hai Bà Trưng;Phường Thanh Nhàn;2;1;5;3;29 m²;NaN;4 m;93,1
48846;Quận Thanh Xuân;Phường Khương Trung;3;4;NaN;3;50 m²;10 m;5 m;128
48847;Quận Hai Bà Trưng;Phường Đồng Tâm;2;1;4;4;62 m²;NaN;4 m;125,81
48850;Quận Đống Đa;Phường Phương Liên;3;1;3;3;30 m²;9 m;3 m;65
48851;Quận Thanh Xuân;Phường Khương Đình;3;1;4;3;40 m²;NaN;4 m;62,5
48852;Quận Hoàn Kiếm;Phường Trần Hưng Đạo;2;1;NaN;2;25 m²;NaN;3.65 m;180
48853;Quận Nam Từ Liêm;Phường Mễ Trì;1;3;4;4;108 m²;15 m;7 m;106,48
48854;Quận Thanh Xuân;Phường Thanh Xuân Bắc;3;1;8;6;24 m²;NaN;4 m;200
48856;Quận Thanh Xuân;Phường Khương Đình;3;1;2;2;25 m²;NaN;4 m;56
48858;Quận Thanh Xuân;Phường Thanh Xuân Bắc;3;1;5;7;39 m²;NaN;4 m;123,08
48862;Quận Ba Đình;Phường Thành Công;3;1;4;2;30 m²;NaN;5.54 m;106,67
48863;Quận Đống Đa;Phường Ô Chợ Dừa;3;4;NaN;3;30 m²;NaN;4 m;93,33
48864;Huyện Thanh Trì;Xã Vạn Phúc;3;1;NaN;4;228 m²;19.3 m;11.8 m;10,09
48865;Quận Đống Đa;Phường Kim Liên;3;4;NaN;4;45 m²;NaN;4 m;114,44
48870;Quận Hai Bà Trưng;Phường Bạch Mai;3;1;4;4;53 m²;17 m;3 m;88,68
48871;Quận Thanh Xuân;Phường Nhân Chính;3;4;NaN;4;65 m²;NaN;7 m;112,31
48872;Quận Hoàng Mai;Phường Giáp Bát;3;1;5;5;50 m²;16 m;3.5 m;104
48874;Quận Hai Bà Trưng;Phường Vĩnh Tuy;3;1;5;5;35 m²;NaN;4 m;131,43
48880;Quận Hai Bà Trưng;Phường Thanh Nhàn;2;1;9;5;140 m²;23 m;6 m;228,57
48881;Huyện Chương Mỹ;Thị trấn Xuân Mai;2;1;NaN;3;160 m²;NaN;7.3 m;28,13
48883;Quận Thanh Xuân;Phường Nhân Chính;3;1;4;4;38 m²;9 m;4 m;123,68
48884;Huyện Gia Lâm;Thị trấn Trâu Quỳ;1;4;NaN;5;150 m²;NaN;8 m;77,33
48885;Quận Hai Bà Trưng;Phường Thanh Lương;3;1;5;4;40 m²;NaN;3.8 m;122,5
48886;Quận Cầu Giấy;Phường Trung Hoà;2;1;4;5;55 m²;11 m;5.9 m;181,82
48888;Quận Hà Đông;Phường Vạn Phúc;3;1;4;3;32 m²;10 m;4 m;57,81
48889;Quận Tây Hồ;Phường Thụy Khuê;3;4;NaN;4;72 m²;NaN;6.5 m;73,61
48893;Quận Đống Đa;Phường Ô Chợ Dừa;2;1;5;3;77 m²;NaN;8 m;238,96
48898;Quận Tây Hồ;Phường Bưởi;3;1;7;6;50 m²;NaN;4 m;260
48899;Quận Cầu Giấy;Phường Quan Hoa;2;1;2;2;55 m²;14 m;4 m;160
48901;Quận Thanh Xuân;Phường Thanh Xuân Trung;3;1;5;4;33 m²;NaN;3 m;87,88
48902;Huyện Gia Lâm;Thị trấn Trâu Quỳ;4;4;NaN;5;90 m²;NaN;5 m;88,89
48906;Quận Thanh Xuân;Phường Nhân Chính;3;1;NaN;3;33 m²;NaN;4 m;100
48907;Quận Hoàng Mai;Phường Mai Động;3;1;NaN;3;30 m²;NaN;32 m;80
48910;Quận Hà Đông;Phường Phúc La;3;1;4;3;36 m²;9 m;3 m;73,61
48911;Quận Hà Đông;Phường Hà Cầu;3;1;5;3;35 m²;NaN;3.5 m;60
48914;Quận Hà Đông;Phường Phú Lãm;3;1;NaN;3;30 m²;8 m;4 m;53,33
48917;Quận Thanh Xuân;Phường Kim Giang;3;1;5;4;30 m²;NaN;3 m;76,67
48921;Quận Thanh Xuân;Phường Thượng Đình;3;1;5;4;36 m²;NaN;4 m;83,33
48924;Quận Hoàng Mai;Phường Vĩnh Hưng;3;1;5;4;30 m²;5 m;6.2 m;73,33
48925;Quận Đống Đa;Phường Trung Liệt;3;1;NaN;4;45 m²;9 m;5 m;128,89
48926;Quận Đống Đa;Phường Láng Hạ;2;1;5;5;60 m²;12 m;5 m;101
48927;Quận Nam Từ Liêm;Phường Mỹ Đình 2;3;1;7;5;60 m²;12 m;5 m;258,33
48929;Quận Nam Từ Liêm;Phường Trung Văn;3;4;NaN;2;51 m²;NaN;4 m;107,84
48931;Quận Hà Đông;Phường Phú La;3;1;4;4;38 m²;NaN;3 m;60,53
48939;Quận Tây Hồ;Phường Nhật Tân;3;1;5;5;49 m²;60 m;4 m;138,78
48941;Quận Hai Bà Trưng;Phường Minh Khai;3;1;5;4;52 m²;NaN;4 m;73,65
48944;Quận Đống Đa;Phường Láng Thượng;3;1;5;4;38 m²;NaN;3 m;194,74
48946;Quận Thanh Xuân;Phường Kim Giang;3;1;4;4;41 m²;NaN;3 m;104,88
48947;Quận Thanh Xuân;Phường Khương Mai;3;4;NaN;4;53 m²;NaN;5 m;150,94
48951;Quận Cầu Giấy;Phường Yên Hoà;3;4;NaN;4;40 m²;11 m;3 m;100
48952;Quận Cầu Giấy;Phường Nghĩa Đô;3;1;4;4;35 m²;NaN;3.5 m;88,57
48954;Quận Hà Đông;Phường Yết Kiêu;2;1;3;4;80 m²;NaN;4 m;90
48955;Quận Hoàng Mai;Phường Yên Sở;2;1;3;4;230 m²;25.5 m;9 m;76,09
48956;Quận Hai Bà Trưng;Phường Quỳnh Lôi;3;1;NaN;4;45 m²;11 m;3 m;71,11
48957;Quận Hà Đông;Phường Văn Quán;3;1;5;3;38 m²;9 m;4 m;69,74
48958;Quận Long Biên;Phường Bồ Đề;3;4;NaN;3;60 m²;14 m;4 m;68,33
48964;Quận Hà Đông;Phường La Khê;3;1;3;2;41 m²;NaN;3 m;53,66
48965;Quận Hoàng Mai;Phường Đại Kim;3;4;NaN;4;31 m²;NaN;455 m;80,65
48966;Quận Thanh Xuân;Phường Khương Đình;3;1;5;3;40 m²;10 m;4.5 m;97,5
48967;Quận Hoàng Mai;Phường Yên Sở;1;1;3;4;115 m²;21 m;5.5 m;108,7
48972;Quận Hoàng Mai;Phường Tương Mai;3;1;3;3;42 m²;4 m;10 m;65,48
48973;Quận Long Biên;Phường Ngọc Lâm;3;1;NaN;4;50 m²;12 m;4 m;104
48979;Quận Đống Đa;Phường Cát Linh;3;1;5;3;31 m²;8 m;4.5 m;187,1
48980;Quận Ba Đình;Phường Vĩnh Phúc;3;4;NaN;4;43 m²;10 m;4 m;80,23
48982;Quận Thanh Xuân;Phường Kim Giang;3;1;NaN;3;42 m²;10.5 m;4 m;85,71
48983;Quận Thanh Xuân;Phường Khương Đình;3;1;5;4;36 m²;NaN;3 m;86,11
48986;Quận Thanh Xuân;Phường Khương Đình;3;4;NaN;3;35 m²;8 m;4 m;100
48990;Quận Cầu Giấy;Phường Mai Dịch;3;1;5;4;57 m²;9 m;6 m;70,18
48991;Quận Thanh Xuân;Phường Khương Mai;3;2;3;3;30 m²;8 m;4 m;66
48992;Quận Hai Bà Trưng;Phường Bách Khoa;3;1;4;3;70 m²;18 m;4 m;111,43
48994;Quận Hà Đông;Phường Kiến Hưng;2;1;4;6;50 m²;NaN;4 m;112
48996;Quận Hai Bà Trưng;Phường Thanh Lương;3;1;5;4;40 m²;NaN;3.8 m;122,5
49000;Quận Đống Đa;Phường Láng Hạ;2;1;5;3;36 m²;10 m;3 m;205,56
49001;Quận Thanh Xuân;Phường Thanh Xuân Nam;3;1;6;5;38 m²;3 m;10 m;100
49004;Quận Thanh Xuân;Phường Khương Đình;3;1;4;4;49 m²;NaN;3.25 m;63,27
49005;Quận Cầu Giấy;Phường Trung Hoà;2;4;NaN;4;40 m²;10 m;4 m;107,5
49007;Quận Tây Hồ;Phường Bưởi;2;4;NaN;3;77 m²;20 m;3.6 m;64,29
49008;Quận Đống Đa;Phường Ô Chợ Dừa;3;4;NaN;3;25 m²;NaN;3.5 m;90
49010;Quận Hoàng Mai;Phường Định Công;3;1;5;4;42 m²;10 m;4 m;116,67
49011;Quận Hà Đông;Phường Văn Quán;1;1;5;4;60 m²;15 m;4 m;80
49012;Quận Cầu Giấy;Phường Dịch Vọng Hậu;3;4;NaN;4;35 m²;10 m;3.6 m;85,71
49013;Quận Thanh Xuân;Phường Khương Mai;2;1;6;4;55 m²;10 m;5 m;101,82
49016;Quận Cầu Giấy;Phường Dịch Vọng;3;4;NaN;7;45 m²;10 m;4 m;91,11
49017;Quận Bắc Từ Liêm;Phường Xuân Đỉnh;3;1;5;5;35 m²;9 m;4.3 m;80
49018;Quận Ba Đình;Phường Vĩnh Phúc;2;4;NaN;3;70 m²;NaN;8.6 m;121,43
49022;Quận Nam Từ Liêm;Phường Mỹ Đình 2;1;1;4;5;200 m²;20 m;10 m;175
49024;Quận Cầu Giấy;Phường Dịch Vọng;3;4;NaN;5;50 m²;13 m;4 m;79
49032;Huyện Thanh Trì;Thị trấn Văn Điển;4;1;NaN;4;42 m²;10 m;4 m;107,14
49035;Quận Hai Bà Trưng;Phường Lê Đại Hành;3;1;NaN;3;18 m²;5 m;4 m;116,67
49036;Quận Hoàng Mai;Phường Tân Mai;3;1;4;3;35 m²;NaN;3 m;80
49038;Quận Hai Bà Trưng;Phường Thanh Nhàn;3;1;5;3;40 m²;10 m;4 m;70
49043;Quận Hai Bà Trưng;Phường Bạch Mai;3;1;NaN;2;28 m²;NaN;5 m;78,57
49046;Quận Đống Đa;Phường Ô Chợ Dừa;3;1;5;5;50 m²;12.5 m;4 m;104
49048;Quận Long Biên;Phường Long Biên;3;1;5;3;41 m²;10 m;4 m;107,8
49049;Huyện Thanh Trì;Thị trấn Văn Điển;2;1;NaN;5;30 m²;10 m;3 m;96,67
49051;Quận Hai Bà Trưng;Phường Bạch Mai;3;1;5;3;39 m²;10 m;4 m;70,51
49052;Quận Thanh Xuân;Phường Thượng Đình;3;3;5;3;9 m²;3 m;3 m;76,67
49054;Quận Hà Đông;Phường Văn Quán;2;1;5;6;35 m²;9 m;4 m;121,43
49056;Quận Hoàng Mai;Phường Vĩnh Hưng;3;4;NaN;4;36 m²;10 m;3 m;63,89
49058;Quận Cầu Giấy;Phường Dịch Vọng;3;1;5;4;35 m²;9 m;4 m;80
49061;Quận Đống Đa;Phường Khương Thượng;3;4;NaN;4;30 m²;5 m;5 m;140
49062;Quận Thanh Xuân;Phường Nhân Chính;2;4;NaN;5;63 m²;NaN;4 m;241,27
49066;Quận Nam Từ Liêm;Phường Trung Văn;4;1;5;4;40 m²;12 m;4 m;87,5
49068;Quận Long Biên;Phường Bồ Đề;3;1;3;4;62 m²;10 m;6 m;55,65
49071;Quận Ba Đình;Phường Ngọc Hà;3;1;4;5;56 m²;NaN;3.9 m;73,21
49073;Quận Cầu Giấy;Phường Trung Hoà;3;4;NaN;9;51 m²;NaN;4 m;174,51
49074;Quận Long Biên;Phường Bồ Đề;3;1;3;3;30 m²;10 m;3 m;81,67
49076;Quận Long Biên;Phường Cự Khối;3;1;4;4;40 m²;10 m;4 m;70
49079;Quận Hai Bà Trưng;Phường Thanh Nhàn;3;1;5;3;30 m²;NaN;5 m;90
49080;Quận Đống Đa;Phường Láng Hạ;3;1;5;3;30 m²;NaN;3 m;128,33
49082;Quận Hoàng Mai;Phường Tương Mai;2;1;5;4;52 m²;NaN;5 m;79,81
49083;Quận Tây Hồ;Phường Xuân La;3;4;NaN;4;50 m²;10.5 m;4.8 m;62
49085;Quận Thanh Xuân;Phường Khương Trung;3;4;NaN;3;35 m²;10.2 m;3.3 m;72,86
49087;Quận Long Biên;Phường Ngọc Thụy;3;4;NaN;2;32 m²;NaN;4 m;69,69
49089;Quận Ba Đình;Phường Đội Cấn;3;1;3;3;28 m²;NaN;3.3 m;71,43
49090;Quận Tây Hồ;Phường Yên Phụ;3;1;5;3;33 m²;NaN;3.8 m;127,27
49091;Quận Ba Đình;Phường Vĩnh Phúc;3;1;5;4;40 m²;10 m;4 m;93,75
49092;Quận Hoàng Mai;Phường Tân Mai;3;2;5;3;27 m²;7 m;4 m;68,52
49093;Quận Hai Bà Trưng;Phường Vĩnh Tuy;3;1;4;4;50 m²;NaN;4.23 m;86
49095;Quận Nam Từ Liêm;Phường Phương Canh;3;1;4;4;32 m²;8 m;4 m;75
49099;Quận Hoàng Mai;Phường Tân Mai;3;1;4;4;100 m²;NaN;4 m;69,5
49100;Quận Hà Đông;Phường Văn Quán;2;1;5;4;60 m²;NaN;3.8 m;76,67
49103;Quận Hoàng Mai;Phường Thanh Trì;2;4;NaN;3;30 m²;10 m;3 m;126,67
49104;Huyện Hoài Đức;Thị trấn Trạm Trôi;1;1;5;8;300 m²;1 m;1 m;30
49106;Quận Đống Đa;Phường Ô Chợ Dừa;2;1;5;6;40 m²;9 m;4.5 m;162,5
49107;Quận Cầu Giấy;Phường Mai Dịch;3;1;5;3;33 m²;NaN;4 m;134,85
49108;Quận Ba Đình;Phường Ngọc Hà;3;1;NaN;4;45 m²;9 m;5 m;82,22
49109;Quận Cầu Giấy;Phường Nghĩa Đô;3;1;5;4;40 m²;NaN;5 m;140
49114;Quận Cầu Giấy;Phường Mai Dịch;3;1;5;3;33 m²;NaN;4 m;134,85
49116;Quận Nam Từ Liêm;Phường Mễ Trì;3;1;5;4;50 m²;10 m;5 m;80
49117;Quận Thanh Xuân;Phường Thanh Xuân Trung;3;1;5;4;43 m²;NaN;4 m;130,23
49119;Quận Cầu Giấy;Phường Nghĩa Tân;3;1;4;4;60 m²;12 m;5 m;103,33
49122;Quận Đống Đa;Phường Khâm Thiên;2;1;5;5;35 m²;NaN;3 m;314,29
49123;Quận Hai Bà Trưng;Phường Đống Mác;3;1;5;4;35 m²;NaN;3 m;91,43
49124;Quận Hai Bà Trưng;Phường Phố Huế;2;1;3;3;55 m²;12 m;4.6 m;429,09
49125;Quận Hà Đông;Phường Văn Quán;3;1;NaN;9;45 m²;11 m;4 m;93,33
49128;Quận Ba Đình;Phường Đội Cấn;3;1;4;3;70 m²;NaN;5 m;78,57
49129;Quận Hoàng Mai;Phường Thịnh Liệt;3;4;NaN;4;30 m²;9 m;4 m;103
49130;Quận Hà Đông;Phường Dương Nội;3;1;NaN;1;58 m²;13.19 m;4.5 m;44,83
49131;Quận Đống Đa;Phường Ô Chợ Dừa;3;1;4;2;28 m²;NaN;4 m;82,14
49136;Quận Thanh Xuân;Phường Khương Đình;3;1;NaN;4;41 m²;NaN;38 m;84,15
49141;Quận Hoàng Mai;Phường Giáp Bát;3;1;5;3;37 m²;NaN;4 m;75,68
49143;Quận Thanh Xuân;Phường Khương Trung;3;1;3;2;35 m²;NaN;7 m;91,43
49145;Quận Đống Đa;Phường Láng Hạ;3;1;6;4;35 m²;10 m;3.3 m;101,43
49149;Quận Hai Bà Trưng;Phường Lê Đại Hành;2;1;4;4;30 m²;6.3 m;4.7 m;400
49155;Quận Thanh Xuân;Phường Khương Đình;3;1;5;4;35 m²;10 m;3.5 m;91,43
49156;Quận Đống Đa;Phường Quang Trung;3;1;4;3;30 m²;9 m;3 m;90
49158;Quận Ba Đình;Phường Đội Cấn;3;1;5;3;32 m²;NaN;4 m;103,13
49159;Quận Hoàng Mai;Phường Định Công;2;1;4;2;30 m²;NaN;5 m;150
49162;Quận Ba Đình;Phường Cống Vị;3;1;5;4;70 m²;NaN;5 m;78,57
49166;Quận Nam Từ Liêm;Phường Mỹ Đình 1;4;1;4;6;119 m²;19.8 m;6 m;176,47
49167;Quận Hai Bà Trưng;Phường Thanh Nhàn;3;1;1;1;40 m²;8 m;5.2 m;95
49171;Quận Hà Đông;Phường Phú Lương;3;1;2;2;50 m²;1 m;1 m;36
49174;Quận Đống Đa;Phường Văn Miếu;3;1;5;3;28 m²;NaN;6 m;92,86
49181;Quận Cầu Giấy;Phường Nghĩa Tân;4;1;NaN;6;57 m²;NaN;7 m;103,51
49182;Quận Hoàng Mai;Phường Vĩnh Hưng;3;1;4;4;40 m²;12 m;3.3 m;57,5
49183;Quận Ba Đình;Phường Ngọc Hà;3;1;6;6;46 m²;NaN;5.1 m;145,65
49184;Quận Hoàng Mai;Phường Hoàng Liệt;3;1;4;4;61 m²;NaN;3 m;59,84
